High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID1055,Nov,M103,Fraud Detection AI,Sales,4001,79.86,81.25,8,97,15,5,4210,1.23,148,High,Violation,London
RID1056,Mar,M101,Resume Screening AI,Customer Service,4516,70.36,73.91,5,50,24,0,3004,4.54,225,Critical,Compliant,Midlands
RID1057,May,M101,Resume Screening AI,Sales,1222,95.88,94.51,13,54,15,0,6377,4.98,22,Critical,Compliant,Midlands
RID1058,Jun,M104,Loan Approval AI,Finance,1578,72.21,75.49,5,46,8,3,2271,6.62,212,Critical,Review Required,London
RID1059,Aug,M103,Fraud Detection AI,Finance,2789,96.73,94.85,1,69,16,7,7337,1.15,15,Critical,Violation,Scotland
RID1060,Jul,M104,Loan Approval AI,Operations,3084,82.22,83.16,8,23,21,3,3693,4.9,132,High,Review Required,North UK
RID1061,Feb,M103,Fraud Detection AI,Sales,2612,70.72,75.05,0,61,7,10,3669,6.44,219,Critical,Violation,Midlands
RID1062,Jun,M102,Customer Support Chatbot,HR,2013,78.01,79.92,7,26,25,0,8321,9.23,163,High,Compliant,London
RID1063,Dec,M105,Inventory Forecast AI,Sales,3567,89.1,89.31,6,32,9,1,10688,2.39,73,Medium,Review Required,Midlands
RID1064,Dec,M104,Loan Approval AI,Customer Service,2840,86.6,86.43,3,8,7,2,8804,2.23,96,Medium,Review Required,London
RID1065,Aug,M103,Fraud Detection AI,Finance,3239,95.49,94.17,5,49,23,5,7132,6.34,27,High,Violation,London
RID1066,Oct,M104,Loan Approval AI,Finance,4358,92.13,90.95,7,52,9,5,4393,6.72,54,High,Violation,North UK
RID1067,Nov,M103,Fraud Detection AI,Operations,3796,91.48,90.64,4,56,16,6,3208,2.28,57,High,Violation,North UK
RID1068,Jan,M103,Fraud Detection AI,HR,4185,81.16,82.17,2,50,7,4,8062,5.26,142,High,Violation,North UK
RID1069,Oct,M104,Loan Approval AI,HR,3648,84.88,85.83,8,20,25,1,7163,4.59,106,High,Review Required,Midlands
RID1070,Jun,M102,Customer Support Chatbot,Customer Service,3973,85.95,86.52,3,60,22,5,8283,7.54,103,High,Violation,North UK
RID1071,Nov,M102,Customer Support Chatbot,Customer Service,4746,75.61,78.74,5,53,44,3,8600,9.65,181,Critical,Review Required,North UK
RID1072,Nov,M103,Fraud Detection AI,Operations,3913,75.72,77.68,1,71,7,8,8237,6.22,186,Critical,Violation,Midlands
RID1073,Mar,M103,Fraud Detection AI,Customer Service,1201,89.98,89.31,7,80,8,4,6064,2.63,70,High,Violation,Scotland
RID1074,Jan,M103,Fraud Detection AI,Operations,1442,85.58,86.27,1,76,2,4,4206,3.52,105,High,Violation,Midlands
RID1075,Feb,M103,Fraud Detection AI,Operations,4890,90.48,90.29,5,51,1,8,3307,6.24,66,Critical,Violation,Scotland
RID1076,Jun,M103,Fraud Detection AI,Sales,2805,67.06,71.73,4,87,16,8,7802,3.7,248,Critical,Violation,Midlands
RID1077,Dec,M101,Resume Screening AI,Customer Service,4460,84.46,85.33,15,39,16,0,7415,6.96,112,Critical,Compliant,North UK
RID1078,Sep,M101,Resume Screening AI,Customer Service,4111,90.88,90.21,6,43,7,3,6421,1.14,61,Medium,Review Required,North UK
RID1079,Apr,M103,Fraud Detection AI,Customer Service,2263,95.36,93.66,2,71,14,9,5540,5.66,29,Critical,Violation,London
RID1080,Feb,M102,Customer Support Chatbot,Finance,1549,93.8,92.58,6,36,17,4,7770,5.34,41,High,Violation,London
RID1081,Oct,M105,Inventory Forecast AI,Finance,4294,94.28,92.96,1,35,24,1,13279,6.43,31,Low,Review Required,Midlands
RID1082,Nov,M102,Customer Support Chatbot,Sales,3567,92.05,91.48,7,24,22,5,7579,8.69,48,High,Violation,Midlands
RID1083,Aug,M105,Inventory Forecast AI,Customer Service,2953,87.99,87.88,1,30,14,4,10873,1.54,83,High,Violation,London
RID1084,Feb,M101,Resume Screening AI,Operations,2899,71.46,74.88,5,37,12,3,4392,5.6,215,Critical,Review Required,North UK
RID1085,Apr,M104,Loan Approval AI,Sales,1610,75.54,78,2,45,14,0,2800,5.14,181,Critical,Compliant,London
RID1086,Sep,M103,Fraud Detection AI,HR,2829,70.14,73.61,8,56,4,8,6827,1.58,224,Critical,Violation,North UK
RID1087,Sep,M105,Inventory Forecast AI,HR,3929,75.27,78.43,1,43,24,2,9840,4.6,184,Critical,Review Required,London
RID1088,Jul,M104,Loan Approval AI,Sales,4790,76.82,79.49,1,8,11,4,7370,4.74,173,High,Violation,Scotland
RID1089,Mar,M105,Inventory Forecast AI,Operations,992,81.76,83.3,8,26,12,4,11806,6.85,134,High,Violation,Scotland
RID1090,Nov,M102,Customer Support Chatbot,Customer Service,4126,84.47,85.49,8,59,36,5,2116,8.33,115,High,Violation,London
RID1091,Aug,M104,Loan Approval AI,Finance,4071,86.37,86.95,5,60,14,1,2860,2.96,98,Medium,Review Required,London
RID1092,Aug,M104,Loan Approval AI,Sales,1076,67.93,72.75,6,36,19,1,4895,2.98,242,Critical,Review Required,North UK
RID1093,Mar,M103,Fraud Detection AI,Sales,3074,83.64,84.38,2,93,9,5,4639,2.14,118,High,Violation,North UK
RID1094,Nov,M102,Customer Support Chatbot,Sales,3658,80.3,82.33,7,44,45,5,3835,10.08,143,High,Violation,Scotland
RID1095,Jul,M104,Loan Approval AI,Customer Service,3490,87.17,87.16,5,18,0,3,6448,3.8,89,Medium,Review Required,London
RID1096,Nov,M101,Resume Screening AI,Sales,3021,72.39,75.73,8,33,21,4,7235,4.57,210,Critical,Violation,London
RID1097,Feb,M103,Fraud Detection AI,Sales,4041,71.46,74.67,6,50,5,8,8854,2.8,219,Critical,Violation,Midlands
RID1098,Oct,M101,Resume Screening AI,Finance,3155,80.9,82.71,7,18,12,3,5735,2.48,139,High,Review Required,London
RID1099,Aug,M105,Inventory Forecast AI,Sales,1434,69.37,72.94,0,56,4,4,13212,1.11,236,Critical,Violation,Scotland
RID1100,Feb,M104,Loan Approval AI,Finance,912,92.5,92.41,0,21,3,1,3664,3.97,44,Low,Review Required,North UK
RID1101,Apr,M105,Inventory Forecast AI,Operations,2151,89.23,89.32,2,54,25,2,13644,3.11,72,Medium,Review Required,Midlands
RID1102,Feb,M104,Loan Approval AI,Finance,3167,80.41,81.83,2,41,4,2,8246,6.51,144,High,Review Required,North UK
RID1103,Dec,M103,Fraud Detection AI,Operations,4052,80.9,81.74,1,86,12,6,6681,1.33,143,High,Violation,Scotland
RID1104,Jul,M103,Fraud Detection AI,Sales,4465,80.23,82.51,6,58,3,4,4410,6.56,144,High,Violation,Midlands
RID1105,Nov,M102,Customer Support Chatbot,HR,1695,96.04,94.78,1,35,18,1,2683,10.14,17,Low,Review Required,Midlands
RID1106,Jul,M103,Fraud Detection AI,Customer Service,3337,84.75,86.19,6,62,4,10,5557,5.55,108,Critical,Violation,Midlands
RID1107,Oct,M104,Loan Approval AI,Sales,879,73.33,76.53,2,13,16,3,7650,4.01,204,Critical,Review Required,North UK
RID1108,Sep,M103,Fraud Detection AI,HR,1403,75.25,78.33,6,59,2,6,7776,6.54,185,Critical,Violation,Scotland
RID1109,Jun,M101,Resume Screening AI,Finance,2876,94.53,93.6,5,8,7,5,3146,4.1,33,High,Violation,North UK
RID1110,Dec,M104,Loan Approval AI,HR,2902,78.7,80.6,1,53,16,2,7398,5.54,159,High,Review Required,London
RID1111,Feb,M104,Loan Approval AI,Sales,2448,96.29,94.39,1,42,20,2,8803,2.78,18,Medium,Review Required,North UK
RID1112,Aug,M105,Inventory Forecast AI,Sales,2364,70.45,73.85,4,8,0,1,13209,3.92,224,Critical,Review Required,North UK
RID1113,Sep,M104,Loan Approval AI,Customer Service,974,89.62,89.34,3,21,2,3,2454,2.31,74,Medium,Review Required,North UK
RID1114,Jun,M103,Fraud Detection AI,Operations,4803,73.19,76.25,5,80,1,8,4159,4.35,201,Critical,Violation,Midlands
RID1115,Dec,M103,Fraud Detection AI,Operations,4944,76.52,79.22,2,98,14,5,3207,5.28,172,High,Violation,London
RID1116,Jan,M104,Loan Approval AI,Operations,3431,94.56,93.25,6,15,6,5,8665,5.78,35,High,Violation,North UK
RID1117,Sep,M105,Inventory Forecast AI,Finance,1802,77.12,79.19,3,48,16,5,11266,3.59,173,High,Violation,Scotland
RID1118,Jul,M104,Loan Approval AI,Operations,3477,97.17,95.93,1,12,14,5,7030,6.53,10,High,Violation,North UK
RID1119,Aug,M104,Loan Approval AI,HR,1378,67.52,72.12,3,13,2,2,8525,5.89,246,Critical,Review Required,North UK
RID1120,Jan,M105,Inventory Forecast AI,Sales,1455,77.67,79.42,4,51,15,5,10423,5.17,168,High,Violation,London
RID1121,Nov,M104,Loan Approval AI,Customer Service,1091,84.98,85.93,5,53,22,5,2335,5.84,109,High,Violation,London
RID1122,Jul,M104,Loan Approval AI,Sales,1397,91.2,90.88,1,35,4,2,6940,6.04,59,Medium,Review Required,Midlands
RID1123,Jan,M103,Fraud Detection AI,Operations,1802,67.22,71.51,4,66,16,3,6239,4.34,250,Critical,Review Required,Midlands
RID1124,Jun,M102,Customer Support Chatbot,HR,3540,91.68,91.39,5,51,25,4,7152,9.36,56,High,Violation,London
RID1125,Jul,M101,Resume Screening AI,Sales,4246,91.76,90.96,12,23,12,0,2321,1.22,55,Critical,Compliant,North UK
RID1126,Dec,M101,Resume Screening AI,Sales,4975,76.2,77.81,12,11,21,5,3550,4.72,182,Critical,Violation,Scotland
RID1127,Feb,M104,Loan Approval AI,Customer Service,3789,76.29,78.76,3,18,10,3,4881,3.55,179,High,Review Required,North UK
RID1128,Jun,M102,Customer Support Chatbot,HR,3143,81.77,82.71,6,38,39,3,5360,9.3,134,High,Review Required,North UK
RID1129,Sep,M104,Loan Approval AI,Sales,914,84.11,84.93,5,31,15,3,8126,1.34,113,Medium,Review Required,North UK
RID1130,May,M104,Loan Approval AI,Finance,3078,76.09,78.74,5,58,4,0,3148,6.59,178,High,Compliant,North UK
RID1131,Jan,M102,Customer Support Chatbot,Operations,2266,77.93,79.51,0,13,50,4,7511,6.27,166,High,Violation,London
RID1132,Nov,M103,Fraud Detection AI,HR,4184,95.02,93.65,3,58,18,7,4855,4.55,27,Critical,Violation,North UK
RID1133,Oct,M102,Customer Support Chatbot,Finance,2978,83.41,84.24,5,45,17,5,4763,5.13,124,High,Violation,Midlands
RID1134,May,M105,Inventory Forecast AI,Operations,1079,95.73,94.36,7,38,8,5,9969,5.15,22,High,Violation,Midlands
RID1135,Jun,M102,Customer Support Chatbot,Operations,3806,74.35,77.14,3,17,17,5,7746,6.51,197,Critical,Violation,London
RID1136,Mar,M103,Fraud Detection AI,HR,4260,81.03,82.56,7,86,5,10,7111,6.88,139,Critical,Violation,Scotland
RID1137,Dec,M103,Fraud Detection AI,Operations,2533,81.68,83.39,6,84,19,6,6027,2.46,136,High,Violation,Midlands
RID1138,Apr,M103,Fraud Detection AI,Finance,995,67.99,71.65,1,59,20,9,8839,3.34,244,Critical,Violation,Scotland
RID1139,Oct,M101,Resume Screening AI,Finance,1108,95.2,93.81,7,35,13,0,8577,3.61,27,High,Compliant,Scotland
RID1140,Mar,M101,Resume Screening AI,Operations,3439,91.64,91.43,9,58,19,5,2674,5.47,53,High,Violation,Scotland
RID1141,Jan,M102,Customer Support Chatbot,HR,3753,67.34,71.92,6,52,17,2,7173,7.63,249,Critical,Review Required,London
RID1142,Jun,M102,Customer Support Chatbot,Sales,1613,71.77,75.23,6,58,16,5,2780,10.85,217,Critical,Violation,London
RID1143,Mar,M101,Resume Screening AI,Operations,2220,75.39,77.6,9,13,22,3,7118,2.54,187,Critical,Review Required,Scotland
RID1144,Aug,M105,Inventory Forecast AI,Finance,2348,68.45,72.65,0,15,6,2,11902,3.44,241,Critical,Review Required,Scotland
RID1145,Nov,M104,Loan Approval AI,Operations,3466,87.04,86.74,1,18,22,0,5966,5.27,94,Medium,Compliant,Midlands
RID1146,Jan,M101,Resume Screening AI,Operations,2856,87.66,87.68,9,15,16,0,3780,6.92,90,High,Compliant,Midlands
RID1147,Aug,M103,Fraud Detection AI,Operations,4601,96.69,94.98,4,93,25,10,7372,3.85,16,Critical,Violation,Scotland
RID1148,Oct,M104,Loan Approval AI,Customer Service,3838,72.11,76.02,2,39,19,5,6838,4.88,208,Critical,Violation,London
RID1149,Apr,M101,Resume Screening AI,Finance,2540,93.23,91.41,15,53,7,5,6487,6.39,46,Critical,Violation,London
RID1150,Aug,M105,Inventory Forecast AI,Customer Service,1574,83.81,84.87,0,38,9,2,10967,4.75,116,Medium,Review Required,North UK
RID1151,Jan,M101,Resume Screening AI,Operations,4118,83.27,84.52,10,36,4,3,5928,6.28,122,High,Review Required,Midlands
RID1152,Jul,M105,Inventory Forecast AI,Sales,1433,70.32,74.11,4,15,20,3,13884,5.87,224,Critical,Review Required,Scotland
RID1153,May,M101,Resume Screening AI,HR,4697,69.13,72.5,6,19,17,2,6143,1.5,236,Critical,Review Required,Midlands
RID1154,Jan,M101,Resume Screening AI,Customer Service,2595,83.46,84.86,10,43,11,3,2109,4.28,119,High,Review Required,North UK
RID1155,Mar,M102,Customer Support Chatbot,Sales,2609,90.39,90.2,0,45,43,3,4356,8.91,68,Medium,Review Required,Midlands
RID1156,Mar,M105,Inventory Forecast AI,Sales,1240,71.86,74.93,7,24,10,0,9605,5.12,214,Critical,Compliant,Scotland
RID1157,Sep,M103,Fraud Detection AI,Operations,974,71.57,75.29,2,44,5,8,8716,3.99,216,Critical,Violation,North UK
RID1158,Feb,M103,Fraud Detection AI,Customer Service,4869,69.87,73.58,0,44,22,10,7733,2.89,232,Critical,Violation,Midlands
RID1159,Dec,M103,Fraud Detection AI,Sales,3545,75.98,79.21,8,45,6,10,2868,3.48,177,Critical,Violation,Midlands
RID1160,Oct,M105,Inventory Forecast AI,HR,4916,95.8,94.22,3,22,10,2,9888,6.06,24,Medium,Review Required,Scotland
RID1161,Apr,M105,Inventory Forecast AI,Sales,3977,85.23,85.85,3,37,5,4,13489,2.38,107,High,Violation,London
RID1162,Oct,M102,Customer Support Chatbot,Finance,1453,67.36,71.53,0,7,16,4,8238,10.22,249,Critical,Violation,London
RID1163,Mar,M103,Fraud Detection AI,Customer Service,4065,84.63,85.3,2,64,14,3,7581,3.19,111,Medium,Review Required,London
RID1164,Dec,M104,Loan Approval AI,Operations,3874,73.93,76.79,3,54,3,1,5313,4.71,197,Critical,Review Required,London
RID1165,Mar,M105,Inventory Forecast AI,Finance,4783,84.24,84.9,6,28,16,5,10561,5.02,112,High,Violation,London
RID1166,Jul,M101,Resume Screening AI,Customer Service,1928,82.47,83.54,11,50,2,4,2832,6.34,128,Critical,Violation,Scotland
RID1167,Feb,M102,Customer Support Chatbot,Sales,3132,89.99,89.48,2,54,20,3,2470,9.06,68,Medium,Review Required,Midlands
RID1168,Oct,M102,Customer Support Chatbot,Sales,4273,70.13,73.66,1,8,19,1,2934,10.52,228,Critical,Review Required,Midlands
RID1169,Jan,M103,Fraud Detection AI,Finance,3677,78.64,80.7,4,53,23,4,3474,4.29,159,High,Violation,Scotland
RID1170,Mar,M105,Inventory Forecast AI,Sales,1215,81.52,82.58,0,52,10,3,10121,5.81,136,High,Review Required,London
RID1171,Dec,M104,Loan Approval AI,Sales,3627,83.7,85.14,1,39,17,5,2791,6.75,118,High,Violation,Midlands
RID1172,Jun,M105,Inventory Forecast AI,HR,2571,73.38,76.95,5,42,21,0,10154,4.06,197,Critical,Compliant,London
RID1173,Jul,M101,Resume Screening AI,HR,1386,93.57,92.44,11,16,24,3,4192,5.48,37,Critical,Review Required,Midlands
RID1174,Jun,M104,Loan Approval AI,Customer Service,3098,69.26,73.23,6,51,19,2,6505,1.4,235,Critical,Review Required,North UK
RID1175,Jan,M104,Loan Approval AI,Sales,4238,67.93,71.81,0,16,10,0,5455,3.42,242,Critical,Compliant,London
RID1176,Aug,M101,Resume Screening AI,Sales,2684,79.37,81.9,10,52,11,5,5735,6.31,151,High,Violation,London
RID1177,Mar,M105,Inventory Forecast AI,HR,4712,88.28,87.9,3,30,6,5,11966,3.89,81,High,Violation,London
RID1178,May,M105,Inventory Forecast AI,Operations,4769,86.49,86.34,1,6,12,4,10890,5.5,99,High,Violation,London
RID1179,Apr,M105,Inventory Forecast AI,Finance,4666,71.92,75.04,6,29,0,0,10243,6.95,216,Critical,Compliant,London
RID1180,Feb,M102,Customer Support Chatbot,Sales,3240,93.75,92.23,5,21,27,0,7040,10.8,40,Medium,Compliant,Scotland
RID1181,Jan,M102,Customer Support Chatbot,HR,2159,67.28,71.4,4,20,42,5,6520,9.79,247,Critical,Violation,Scotland
RID1182,Aug,M102,Customer Support Chatbot,Customer Service,3899,90.97,90.25,7,48,24,4,7320,5.56,63,High,Violation,London
RID1183,Sep,M105,Inventory Forecast AI,HR,844,82.12,83.56,3,13,16,4,10781,5.65,128,High,Violation,Scotland
RID1184,Jan,M101,Resume Screening AI,Operations,4581,76.14,78.24,14,41,3,0,4414,6.92,180,Critical,Compliant,Midlands
RID1185,Nov,M102,Customer Support Chatbot,Customer Service,1148,88.9,89.01,3,29,18,5,4489,6.24,79,High,Violation,Scotland
RID1186,Aug,M101,Resume Screening AI,Customer Service,1462,90.19,89.76,8,32,4,1,7926,5.05,64,High,Review Required,Scotland
RID1187,Dec,M104,Loan Approval AI,Operations,2091,75.23,77.62,6,29,5,2,3284,4.28,187,Critical,Review Required,Midlands
RID1188,Aug,M103,Fraud Detection AI,Operations,2677,90.24,89.7,5,81,5,5,6194,6.24,68,High,Violation,Midlands
RID1189,May,M104,Loan Approval AI,Finance,4834,72.14,75.56,4,6,16,2,4637,6.06,209,Critical,Review Required,Scotland
RID1190,Jun,M102,Customer Support Chatbot,Customer Service,2940,92.49,91.39,7,19,42,5,8629,6.7,52,High,Violation,Scotland
RID1191,Dec,M103,Fraud Detection AI,HR,3075,88.74,89.4,0,84,0,3,8983,6.01,76,Medium,Review Required,North UK
RID1192,Jul,M104,Loan Approval AI,Customer Service,3910,71.07,74.88,1,23,9,3,6034,1.46,216,Critical,Review Required,London
RID1193,Nov,M104,Loan Approval AI,Operations,3711,68.42,72.32,5,15,15,3,6742,4.28,241,Critical,Review Required,North UK
RID1194,Jun,M102,Customer Support Chatbot,Operations,3931,76.97,79.37,6,8,26,0,6812,9.12,169,High,Compliant,North UK
RID1195,Jun,M104,Loan Approval AI,Sales,1837,74.89,77.4,7,19,25,1,5749,3.65,189,Critical,Review Required,North UK
RID1196,Dec,M101,Resume Screening AI,Operations,4081,87.17,88.07,5,17,9,1,3281,6.48,87,Medium,Review Required,Midlands
RID1197,Apr,M104,Loan Approval AI,Finance,1425,86.55,87.29,1,31,14,5,7631,5.98,93,High,Violation,London
RID1198,Jun,M105,Inventory Forecast AI,Sales,1090,83.44,83.74,4,20,6,3,13056,6.03,123,High,Review Required,North UK
RID1199,May,M102,Customer Support Chatbot,Sales,3857,83.64,84.69,5,44,37,5,2789,6.22,121,High,Violation,London
RID1200,Apr,M105,Inventory Forecast AI,Operations,845,89.29,88.72,8,34,3,5,11300,3.74,75,High,Violation,London
RID1201,Feb,M104,Loan Approval AI,Sales,3872,68.14,72.25,8,10,21,1,8573,3.29,245,Critical,Review Required,Midlands
RID1202,Jan,M102,Customer Support Chatbot,Customer Service,2527,67.91,72.36,1,5,24,3,2931,5.7,245,Critical,Review Required,Scotland
RID1203,Jun,M104,Loan Approval AI,Finance,3645,70.43,74.16,5,22,15,5,5503,3.79,228,Critical,Violation,Midlands
RID1204,Dec,M104,Loan Approval AI,Customer Service,1666,93.96,92.28,0,50,8,2,8362,6.63,38,Medium,Review Required,London
RID1205,May,M105,Inventory Forecast AI,Sales,2683,71.22,75.17,3,7,6,0,11811,5.97,217,Critical,Compliant,Midlands
RID1206,Jul,M105,Inventory Forecast AI,Finance,3980,84.17,85.24,6,8,21,5,14347,6.29,114,High,Violation,Midlands
RID1207,Sep,M103,Fraud Detection AI,Finance,4895,78.42,79.69,6,82,20,3,4439,3.08,164,High,Review Required,Scotland
RID1208,Oct,M101,Resume Screening AI,Sales,2023,92.62,92.37,5,39,9,3,5480,3.8,45,Medium,Review Required,London
RID1209,Dec,M101,Resume Screening AI,Operations,1273,69.99,74.49,11,53,14,1,2804,5.85,225,Critical,Review Required,North UK
RID1210,Oct,M104,Loan Approval AI,HR,2769,68.88,72.57,5,27,4,4,7644,5.22,236,Critical,Violation,Scotland
RID1211,Mar,M104,Loan Approval AI,Customer Service,840,87.46,88.28,6,15,18,3,8796,1.25,85,Medium,Review Required,London
RID1212,May,M102,Customer Support Chatbot,Sales,3432,81.42,82.74,7,36,25,5,3261,7.65,137,High,Violation,London
RID1213,Sep,M102,Customer Support Chatbot,Operations,4922,90.57,89.76,7,54,19,2,6632,9,66,High,Review Required,London
RID1214,Sep,M105,Inventory Forecast AI,Operations,4748,83.04,83.86,0,5,18,4,10301,2.77,123,High,Violation,London
RID1215,Aug,M101,Resume Screening AI,Operations,4999,81.12,82.39,14,46,9,2,3017,2.93,141,Critical,Review Required,London
RID1216,Sep,M103,Fraud Detection AI,HR,2510,83.49,84.32,1,47,19,9,2985,5.22,121,Critical,Violation,North UK
RID1217,Dec,M102,Customer Support Chatbot,Sales,4055,88.64,88.74,1,36,36,3,2729,8.59,79,Medium,Review Required,Midlands
RID1218,Nov,M104,Loan Approval AI,Sales,1433,87.12,87.69,4,8,6,0,7114,5.54,90,Medium,Compliant,Midlands
RID1219,Jan,M101,Resume Screening AI,Customer Service,1464,69.33,73.39,9,5,17,3,6357,4.4,233,Critical,Review Required,Midlands
RID1220,Nov,M101,Resume Screening AI,Customer Service,2587,69.19,72.54,8,33,20,2,3239,6.36,236,Critical,Review Required,London
RID1221,Mar,M102,Customer Support Chatbot,Operations,2553,75.52,77.87,2,58,19,0,6283,7.54,187,Critical,Compliant,Scotland
RID1222,Aug,M102,Customer Support Chatbot,Operations,4797,96.13,95.09,8,7,31,5,3915,8.46,15,High,Violation,Midlands
RID1223,Jun,M105,Inventory Forecast AI,Operations,1803,93.22,92.75,8,17,0,2,11201,4.38,40,High,Review Required,London
RID1224,Nov,M104,Loan Approval AI,Finance,3335,85.54,86.7,8,37,10,3,8112,5.87,101,High,Review Required,Midlands
RID1225,Oct,M101,Resume Screening AI,Sales,926,83.79,84.64,15,35,15,4,2236,1.57,118,Critical,Violation,North UK
RID1226,Oct,M104,Loan Approval AI,Sales,1578,83.59,84.33,6,56,6,2,2307,5.47,119,Medium,Review Required,London
RID1227,Oct,M105,Inventory Forecast AI,Finance,4735,94.49,93.22,3,50,6,2,10022,6.03,35,Medium,Review Required,London
RID1228,Jul,M101,Resume Screening AI,HR,2394,83.1,84.52,7,28,19,2,3103,4.01,123,High,Review Required,Midlands
RID1229,Oct,M105,Inventory Forecast AI,Sales,3674,95.14,94.18,5,51,8,5,13845,4.3,26,High,Violation,Scotland
RID1230,Oct,M105,Inventory Forecast AI,Customer Service,1183,84.59,86.01,8,59,10,0,13369,2.07,109,High,Compliant,North UK
RID1231,Sep,M104,Loan Approval AI,Finance,4444,76.24,78.21,4,42,21,4,3131,4.9,180,High,Violation,North UK
RID1232,Nov,M103,Fraud Detection AI,Finance,1836,82.21,83.47,6,82,2,6,2375,6.52,132,High,Violation,London
RID1233,Sep,M104,Loan Approval AI,Customer Service,1472,72.71,75.66,3,6,18,0,2255,5.43,205,Critical,Compliant,North UK
RID1234,Dec,M103,Fraud Detection AI,Sales,4059,70.68,74.61,6,93,14,6,2748,1.34,222,Critical,Violation,London
RID1235,Feb,M101,Resume Screening AI,Sales,2304,80.33,81.38,6,43,14,0,8377,2.05,148,High,Compliant,North UK
RID1236,May,M103,Fraud Detection AI,Customer Service,2822,77.83,79.32,1,46,24,8,2491,4.07,169,Critical,Violation,London
RID1237,Sep,M104,Loan Approval AI,HR,2918,72.43,75.88,2,27,19,0,3329,5.12,209,Critical,Compliant,Scotland
RID1238,Dec,M102,Customer Support Chatbot,Finance,4696,96.98,95.32,3,34,26,3,8722,7.22,10,Medium,Review Required,London
RID1239,Nov,M105,Inventory Forecast AI,Operations,1122,96.27,95.05,8,9,8,5,10731,4.67,19,High,Violation,Midlands
RID1240,Sep,M105,Inventory Forecast AI,Finance,2391,79,80.94,0,28,2,3,14203,3.84,157,High,Review Required,London
RID1241,Jun,M103,Fraud Detection AI,HR,2814,80.03,81.75,8,81,16,10,4455,1.13,146,Critical,Violation,Scotland
RID1242,Jun,M104,Loan Approval AI,Sales,2304,90.84,89.86,3,40,18,4,2057,1.01,65,High,Violation,Midlands
RID1243,May,M105,Inventory Forecast AI,HR,3409,69.73,72.83,1,25,9,3,14767,4.68,232,Critical,Review Required,Scotland
RID1244,Jun,M104,Loan Approval AI,Customer Service,1277,91.76,91.69,4,16,0,0,5774,5.56,51,Medium,Compliant,North UK
RID1245,Jul,M104,Loan Approval AI,HR,1233,67.59,71.24,3,51,19,0,3290,4.49,250,Critical,Compliant,London
RID1246,Dec,M102,Customer Support Chatbot,HR,2543,83.18,84.27,0,7,37,0,5298,10.45,120,Medium,Compliant,Scotland
RID1247,May,M102,Customer Support Chatbot,HR,3016,81.35,82.67,7,48,37,2,5055,10.34,138,High,Review Required,Scotland
RID1248,May,M105,Inventory Forecast AI,HR,3672,79.91,81.19,5,10,14,2,9609,6.26,152,High,Review Required,London
RID1249,Dec,M103,Fraud Detection AI,HR,2234,88.95,88.53,3,82,5,7,7868,6.49,78,Critical,Violation,London
RID1250,Dec,M102,Customer Support Chatbot,Customer Service,4010,77.02,79.2,5,7,34,1,7058,9.92,175,High,Review Required,London
RID1251,Jan,M104,Loan Approval AI,Sales,4248,71.71,74.39,6,17,7,0,7997,6.77,217,Critical,Compliant,London
RID1252,Jul,M105,Inventory Forecast AI,Sales,1903,81.31,82.76,7,37,3,2,12268,5.56,139,High,Review Required,Scotland
RID1253,Aug,M105,Inventory Forecast AI,HR,3700,86.22,86.77,3,12,21,3,13750,5.39,101,Medium,Review Required,Scotland
RID1254,Jun,M101,Resume Screening AI,HR,3227,93.16,92.82,11,19,4,3,4916,3.43,40,Critical,Review Required,Scotland
RID1255,Dec,M102,Customer Support Chatbot,HR,1379,68.47,72.58,3,44,38,2,4283,9.97,242,Critical,Review Required,London
RID1256,Jan,M105,Inventory Forecast AI,Finance,3676,73.86,76.25,1,58,12,2,9715,1.22,199,Critical,Review Required,Scotland
RID1257,Jan,M102,Customer Support Chatbot,HR,4176,84.73,86.07,3,8,50,1,3887,9.28,107,Medium,Review Required,Midlands
RID1258,Jul,M101,Resume Screening AI,HR,3637,81.41,83,15,53,15,4,4974,1.65,134,Critical,Violation,Midlands
RID1259,Aug,M104,Loan Approval AI,Finance,3593,72.29,75.56,3,9,7,1,4912,4.65,207,Critical,Review Required,London
RID1260,May,M104,Loan Approval AI,Customer Service,3814,94.22,92.85,4,9,7,0,4516,4.33,37,Medium,Compliant,Scotland
RID1261,Feb,M102,Customer Support Chatbot,Finance,3139,67.32,71.25,3,31,25,5,3513,8.7,249,Critical,Violation,North UK
RID1262,Apr,M102,Customer Support Chatbot,Finance,4000,74.59,78.03,3,22,43,5,8229,7.97,189,Critical,Violation,London
RID1263,Aug,M102,Customer Support Chatbot,HR,3382,85.62,85.42,5,55,36,2,6401,5.96,106,Medium,Review Required,Midlands
RID1264,Nov,M101,Resume Screening AI,HR,1812,69.44,73.15,14,42,19,4,7002,1.32,232,Critical,Violation,North UK
RID1265,Jun,M105,Inventory Forecast AI,Finance,4714,70.16,74.41,0,54,0,0,14836,5.21,223,Critical,Compliant,Scotland
